index,s_m,x_m,y_m,z_m,normal_x,normal_y,normal_z,motion_tangent_x,motion_tangent_y,motion_tangent_z,tool_z_x,tool_z_y,tool_z_z,row_id,phase
27,0.04633769672597672,0.14500000000000002,-0.31,0.8087184596130457,-0.14140325395064757,-0.2742366137224681,0.9512094403790379,0.9891285981150301,0.0,0.14705310738299773,0.14140325395064757,0.2742366137224681,-0.9512094403790379,0,0
28,0.048022032485458055,0.14666666666666667,-0.31,0.8089617889637,-0.1365117341673531,-0.2730234683347062,0.9522724043954596,0.9898788502488082,0.0,0.14191498099248578,0.1365117341673531,0.2730234683347062,-0.9522724043954596,0,0
29,0.04970512427314915,0.14833333333333334,-0.31,0.8091963527887357,-0.13168358425092833,-0.2718628836148198,0.9532838014733407,0.9905919513621283,-1.421090053965605e-14,0.1368487701682815,0.13168358425092833,0.2718628836148198,-0.9532838014733407,0,0
30,0.05138703550008787,0.15000000000000002,-0.31,0.8094222899426629,-0.1269155298038378,-0.2707531302481874,0.9542458754196526,0.9912695941631143,-1.421089928036011e-14,0.13185064158999968,0.1269155298038378,0.2707531302481874,-0.9542458754196526,0,0
31,0.053067826555207545,0.15166666666666667,-0.31,0.8096397314133914,-0.12220445461553278,-0.2696925894963482,0.9551607081757888,0.9919133457446101,0.0,0.12691695920456614,0.12220445461553278,0.2696925894963482,-0.9551607081757888,0,0
32,0.05474755503739632,0.15333333333333335,-0.31,0.8098488007705397,-0.11754738878045036,-0.26867974578388665,0.9560302325744745,0.9925246578595369,0.0,0.12204426877493717,0.11754738878045036,0.26867974578388665,-0.9560302325744745,0,0
33,0.05642627596780813,0.15500000000000003,-0.31,0.810049614575904,-0.11294149778836227,-0.26771317994278476,0.956856243833024,0.993104876147733,0.0,0.11722928376304165,0.11294149778836227,0.26771317994278476,-0.956856243833024,0,0
34,0.05810404198451362,0.15666666666666668,-0.31,0.8102422827596658,-0.10838407248900908,-0.26679156304986856,0.9576404099222763,0.9936552484334443,1.4210895033348003e-14,0.11246887240774671,0.10838407248900908,0.26679156304986856,-0.9576404099222763,0,0
35,0.05978090352133117,0.15833333333333335,-0.31,0.8104269089654988,-0.10387251984389517,-0.2659136508003717,0.9583842809329135,0.994176932197539,1.421089414262066e-14,0.10776004587178821,0.10387251984389517,0.2659136508003717,-0.9583842809329135,0,0
36,0.06145690897246566,0.16000000000000003,-0.31,0.8106035908673868,-0.09940435438764574,-0.26507827836705544,0.9590892975457151,0.9946710013148803,0.0,0.10309994734845106,0.09940435438764574,0.26507827836705544,-0.9590892975457151,0,0
37,0.06313210484439785,0.16166666666666668,-0.31,0.8107724204606485,-0.0949771903296806,-0.2642843556999809,0.9597567986991943,0.995138452136,1.4210892535937383e-14,0.09848584203003923,0.0949771903296806,0.2642843556999809,-0.9597567986991943,0,0
38,0.06480653589630588,0.16333333333333336,-0.31,0.8109334843293963,-0.09058873423427204,-0.26353086322697333,0.9603880285367362,0.9955802089822832,0.0,0.09391510785168311,0.09058873423427204,0.26353086322697333,-0.9603880285367362,0,0
39,0.06648024527016026,0.16500000000000004,-0.31,0.8110868638924098,-0.08623677822348566,-0.26281684791919463,0.9609841427055142,0.9959971291154441,0.0,0.08938522693260467,0.08623677822348566,0.26281684791919463,-0.9609841427055142,0,0
40,0.06815327461151208,0.16666666666666669,-0.31,0.8112326356291983,-0.08191919365314863,-0.2621414196900757,0.9615462140709045,0.996390007234588,-1.421089051167974e-14,0.08489377764628941,0.08191919365314863,0.2621414196900757,-0.9615462140709045,0,0
41,0.06982566418188638,0.16833333333333333,-0.31,0.811370871287836,-0.077633925216971,-0.26150374809927074,0.962075237902649,0.99675957954785,1.421088992824912e-14,0.08043842725708428,0.077633925216971,0.26150374809927074,-0.962075237902649,0,0
42,0.07149745296359922,0.17,-0.31,0.8115016380759861,-0.07337898543834069,-0.26090305933632246,0.9625721365824939,0.9971065274598867,0.0,0.07601692506860597,0.07337898543834069,0.26090305933632246,-0.9625721365824939,0,0
43,0.07316867875773489,0.1716666666666667,-0.31,0.8116249988363866,-0.06915244951317975,-0.26033863346138275,0.9630377638772983,0.9974314809117836,0.0,0.07162709603303972,0.06915244951317975,0.26033863346138275,-0.9630377638772983,0,0
44,0.07483937827594739,0.17333333333333334,-0.31,0.8117410122079338,-0.06495245047068722,-0.2598098018827489,0.9634729088165893,0.9977350214055081,0.0,0.06726683477725409,0.06495245047068722,0.2598098018827489,-0.9634729088165893,0,0
